clanId;gold
22;8714
8;94899
20;-99554
18;33090
8;66258
16;16005
23;96377
11;42775
2;98517
6;-40669
17;-99773
20;68375
12;99852
13;-31344
14;-38192
18;-44457
9;61346
23;84809
24;-36675
21;67320
8;-37778
11;-29264
18;67934
21;-4
23;-92551
17;42382
6;45164
12;-59048
14;-76420
3;47761
21;-41958
1;20366
25;-36116
13;-70707
3;-94027
18;19531
23;-89897
10;99071
4;-58570
16;-5099
2;-92497
1;-81725
4;6812
5;38124
22;49023
23;8009
1;44077
18;-8589
18;88333
7;81897
25;-24506
23;92176
13;-24903
6;49659
4;-84468
21;44792
18;-30521
10;-9678
6;93357
10;68132
14;42560
17;-54387
4;-91027
17;-95421
16;-69769
9;-87206
20;-39959
12;42134
14;-35681
19;-50084
11;-64138
24;-21758
15;-87216
23;-62870
4;45852
2;96890
4;-89772
2;20140
19;74904
20;29405
9;24338
2;64152
5;-64275
18;-71118
3;-42102
7;-21361
18;57532
22;-81115
11;14008
17;80857
2;-69446
16;525
9;-99923
10;-17913
8;-80162
1;92566
18;-84215
4;-93896
17;61156
13;-74833
14;-49036
5;-95803
11;43392
9;-74803
22;-81599
20;-15935
15;20242
18;48258
9;-25412
5;-23034
22;37469
19;-22553
12;-43672
9;28401
12;98112
21;-63973
7;-86769
4;86137
21;56924
22;-68064
6;27084
14;-43601
7;-92772
17;-36552
19;-88093
22;-85115
15;98525
21;97398
13;-99842
15;-87193
5;48480
9;-98846
5;-83707
3;30969
8;-78681
23;66871
20;5313
10;28266
13;-41574
15;-48497
12;71284
15;17631
7;-59119
4;77473
24;-19190
8;-2418
23;-33747
14;-26840
16;-83007
2;87049
5;10594
11;-30673
23;-36778
9;-37391
18;54042
20;-19871
9;8354
9;37634
4;-53677
17;96125
18;9850
16;-95269
19;84476
18;-97793
7;-76866
20;60401
11;-83162
4;66737
12;-20743
10;-88330
11;56527
7;-12510
7;54837
20;-87763
3;-68265
9;92499
16;45308
22;-64291
14;41120
7;-93635
19;-86257
21;45471
5;-26466
24;-27612
21;81203
17;20712
14;92151
23;-21068
20;87022
8;80412
5;28343
21;78438
6;36869
21;11241
10;67238
18;-23832
5;81145
18;42351
7;-89617
14;-9734
13;-95378
2;-34586
5;-24962
7;-99437
2;58029
16;4893
5;57256
18;18000
21;-59083
22;-13
12;-24281
20;44
23;47189
2;64287
21;48605
16;-10610
14;-56698
12;-15190
24;-45947
4;64849
22;-29842
22;-89673
10;45830
15;39640
13;-98281
11;32535
1;-26923
4;59565
9;-60259
4;10455
7;47491
7;86068
4;74085
7;12158
20;46741
23;-20689
2;4716
19;69045
1;4670
18;41748
7;43156
17;-37797
9;-94133
10;16130
20;48534
23;-1748
21;61934
24;17639
13;-4531
23;-64322
17;-1585
12;64022
2;-12939
15;58306
14;42659
2;32562
3;25139
3;63084
8;-65745
13;53530
8;-24583
8;-72737
16;55523
16;6877
15;79599
3;-45864
8;19591
7;-74297
5;24115
24;2873
10;-74840
16;9197
14;-24929
18;-27022
4;88459
20;-60118
9;73968
5;26941
15;82420
6;-55926
9;-70564
4;-36649
13;-4410
8;76790
21;91602
9;-39679
4;95358
24;-75673
18;-18905
18;-20741
3;15164
23;55516
21;-81096
2;-15107
19;-67672
7;70756
25;-11193
1;75635
1;93667
1;65609
21;-30049
1;-28686
18;5641
5;42482
20;59169
17;-84415
4;81965
20;9385
21;17856
22;-36737
21;38988
14;84540
25;42515
25;-59681
25;37019
6;-79218
10;-27887
6;-64976
15;-35185
25;61972
4;-5656
12;89511
6;-40913
24;6991
17;-49654
13;-95221
20;-32763
9;-40304
22;84047
19;3131
22;47632
14;46896
23;26474
25;1845
23;-33232
5;61584
4;8527
10;59201
23;-56960
18;-61514
25;45846
21;45379
12;-12608
13;57
21;-43896
4;-3498
4;-45719
9;-94650
6;32912
15;-36145
25;-1877
1;497
13;-38293
12;-91255
21;33127
13;-42957
15;59428
7;-88529
7;-92400
7;-24988
18;-58486
2;40309
22;1210
19;52878
23;-47053
7;35113
23;23459
3;19606
11;10386
18;-63234
6;65695
23;-65181
8;18138
24;81679
9;-61435
18;19672
25;-39998
14;21783
12;39719
3;97044
14;-80118
8;89808
3;-53159
13;-47313
5;38434
18;6253
13;864
16;-50497
17;77421
4;-55724
14;86505
15;68819
4;-16085
9;56822
24;-35700
15;-31827
25;79089
6;43509
6;56116
12;43045
22;51186
20;13116
3;30320
17;-24164
23;50459
7;11706
7;-81684
15;-80000
4;33663
12;3856
19;-14129
22;33186
15;15784
11;95780
20;-7448
19;-20339
22;-75143
20;64728
4;68436
20;25273
14;-12600
21;8567
16;85885
21;21575
19;-23171
23;-74055
4;41144
21;67026
12;-52947
9;51249
8;34039
23;-17448
14;48339
10;84245
4;11592
7;66008
12;69546
19;58620
13;16508
1;-57215
14;-68884
10;79468
9;99353
22;97600
23;50663
9;-66829
18;-34115
14;95469
23;-99968
20;-76896
8;99246
17;-3698
20;-62538
17;-39991
8;13020
22;80504
18;-65555
12;-1587
9;-24492
23;26494
3;28950
1;18689
5;-16374
1;17387
15;92473
10;-19679
1;16042
10;-72957
19;32224
16;-62939
21;-54941
25;-86703
19;-45533
14;48399
21;-83251
24;561
20;54528
5;-54288
5;7901
18;9708
9;22495
12;-77032
5;10719
1;-86947
6;-39361
25;20494
21;2123
25;49840
6;-56776
16;-79242
9;-7345
14;-30573
19;-93057
4;23833
16;-60876
22;31099
4;10898
20;77417
14;22298
15;16286
16;69230
8;-60969
8;-41104
2;-22656
19;27322
3;-14873
5;93927
24;-91550
13;-76009
15;-89061
10;34112
21;-91434
9;-48714
17;79614
5;-61514
21;95871
18;-65419
1;-44846
5;6328
5;96319
24;-46700
22;-30387
21;75777
5;-10607
11;-66635
7;-28997
22;-1329
20;15267
14;-43595
6;-4298
3;59940
14;-75505
19;-18089
22;-56344
13;38438
11;88234
13;57723
24;60100
9;-51117
15;37246
20;-62077
2;81581
24;63066
12;67914
12;13392
5;-15957
4;-64950
22;-19278
18;-75264
19;72356
14;15618
23;-36449
25;66120
19;30246
17;66766
24;29381
12;8112
9;76691
20;90010
7;55470
3;-64745
22;81647
3;-71416
7;-98746
20;40930
10;-66669
10;-15664
2;27928
15;57098
10;-39576
20;69361
14;1158
24;9464
20;39031
3;2138
15;-93341
25;70408
15;39268
12;82876
11;85697
14;18461
23;99040
22;-2888
11;26117
17;-12255
24;-52812
4;-28895
12;-87974
6;-25399
4;87433
24;-85727
14;-50932
18;40451
22;-68748
12;-74992
5;22317
21;12001
1;7328
4;23156
5;-62583
19;51817
1;-67743
22;87638
20;5521
24;21109
11;87566
11;-12758
4;40026
22;57860
10;-41070
11;-40064
18;46675
22;28723
2;39495
13;-72878
25;-70649
14;-16641
22;-58413
15;-15697
1;26811
23;-31722
4;-93307
18;1727
24;54796
20;41533
24;31243
4;-7333
15;-86904
4;86421
14;79070
21;85910
21;-61146
5;22772
11;61513
12;61933
22;-94312
12;88838
8;1701
22;93414
15;-67499
3;-44662
22;97802
21;-36691
17;-44300
6;-92637
21;31560
25;1271
13;30658
13;-66903
17;58159
9;-60613
22;58181
21;48595
21;70609
15;-40238
3;888
1;-3478
5;-31690
16;-89380
22;89763
11;-6013
10;58351
13;94293
11;-76176
7;77168
24;-4457
17;45205
25;-84479
17;78017
8;79033
17;40038
11;-23182
11;99634
18;-338
15;80851
19;38622
4;-86112
11;-10197
15;87372
1;63208
1;67484
8;-5002
1;9510
19;418
18;95090
14;-80324
18;-34592
1;-20136
1;73161
25;-52146
17;12598
2;29193
20;17625
1;-42698
18;62431
9;-88473
18;-37886
5;-7524
4;55393
12;95676
19;63524
16;16197
16;59406
4;70622
17;-68913
16;31133
25;86792
22;-11812
14;18074
14;-8679
22;42302
12;24174
19;-65775
17;841
17;53087
25;-42662
10;-73847
4;-14734
9;-57705
6;18964
11;12575
23;-85384
13;-50979
18;71991
11;20691
23;64143
17;17579
24;-67551
17;-7186
3;-89617
24;-63624
6;-92975
12;-97880
10;-8633
6;78355
23;-2409
20;-3375
23;68914
3;1298
22;-26973
25;-35935
5;-66786
13;43421
3;-89211
22;-42777
24;15241
13;-9356
3;15919
8;36428
20;55932
16;-24960
14;-52547
24;-56317
21;-44168
15;44735
2;-71939
15;-67312
2;-20762
15;-32697
19;31354
24;67693
22;-77986
17;-22072
12;-20231
11;47575
13;38655
23;-18357
11;48258
20;41287
18;50241
25;-8962
9;-7642
17;-67831
20;35522
11;27417
4;96064
19;69052
9;5825
24;98095
8;-71026
12;-73740
15;47050
8;10974
23;-88916
8;15401
9;-39800
25;89708
2;42515
11;3853
4;26408
18;20737
18;-26743
17;63606
18;-83561
20;16331
19;-43619
13;-74631
12;55097
1;64749
13;-68147
10;-98490
16;95070
8;43286
10;3246
19;64581
22;55309
24;-33206
20;-87621
14;46719
2;94828
2;-68863
3;37337
21;-52072
8;-26941
10;29752
13;-33773
23;-7780
24;10775
24;-5731
14;-65065
4;-42481
17;-29997
25;62558
20;-35585
6;77716
7;90154
10;68238
21;-65303
12;-93453
14;673
12;66372
9;-53932
13;-13445
12;84525
22;36539
25;-52885
19;39689
18;-63309
17;-33803
18;-95693
1;-48465
10;-51089
17;-86073
3;-5950
22;67420
14;88153
22;30316
14;48118
1;-35552
23;81887
13;-51555
6;73017
13;-73931
6;45476
23;-20585
24;-59816
3;-51546
8;-34994
25;2587
12;-76960
12;-33493
22;34903
18;47269
16;-25259
23;50245
19;-29900
10;-30073
1;63882
5;83461
17;-22510
17;-60569
11;80950
3;53913
4;57969
4;94556
1;-87223
23;52811
25;45614
15;75753
8;-26957
20;75845
19;-46625
19;19480
14;-8231
20;89824
24;39855
18;-70952
11;-3434
12;-20250
25;-94256
20;3362
8;-85234
2;-69354
22;42580
23;31814
2;-84234
11;-70214
25;18544
22;92584
7;48251
1;77203
15;60328
11;36333
23;-84617
3;-94915
1;-61717
11;76286
7;-94619
6;81500
15;-46883
13;-99653
10;-55127
13;-58147
17;-20621
20;-65558
24;65649
18;6209
15;44149
8;14052
10;67191
23;-32910
22;-19938
12;-69010
19;-70468
14;18225
3;2250
14;-59151
7;98872
16;69530
9;-42523
20;80026
22;-42399
9;-24466
8;-46414
17;-89917
19;-69865
11;31668
4;82814
10;-52625
8;47890
11;15257
16;84955
4;-73065
11;-31216
4;-60846
5;-40338
10;-85588
19;-94036
14;-8877
17;-5977
11;-99728
20;-71609
17;-6014
17;-55465
3;-46599
5;-31225
17;57393
19;-57916
21;-62464
11;80447
16;14483
10;-34627
19;-23197
19;-34889
14;69152
15;-37290
22;-944
2;-16074
1;-75797
21;15035
5;84912
7;8234
17;-66130
22;37983
25;26442
17;-67292
4;-4397
3;38612
15;-50648
22;-30750
14;97191
22;38605
7;-73519
22;81934
16;-43837
6;-20491
14;3551
21;96810
4;33030
25;32548
5;-89514
5;45881
21;14070
19;41275
21;86835
20;-5235
22;38038
9;-99025
11;33510
21;-24226
25;59302
13;52614
5;59008
15;54214
12;99688
21;-85953
18;-88568
8;2552
21;-69436
14;70975
25;-84667
11;-63207
21;6164
18;-58153
19;-38665
22;-60803
19;19177
17;56907
11;-79519
13;58564
14;91035
5;60719
10;78071
22;44383
5;81071
12;-11987
7;-52161
21;41818
13;-21718
24;96573
15;82169
9;77824
21;80045
5;-91541
3;-48159
13;59387
15;-68453
7;91276
9;55008
10;-69173
10;97205
25;-89366
6;-24496
6;-18494
9;9663
6;-72210
16;92143
14;-93798
16;-3071
18;27084
14;26673
20;-74302
13;68356
9;6834
23;-51127
23;70176
11;-17414
9;88125
6;-66217
18;1261
21;-51650
6;58285
7;64341
3;18026
8;76246
7;-21230
22;-38077
20;-31873
5;70516
3;70370
10;-73857
24;-35010
14;52800
25;37966
17;-73649
8;-60099
12;42179
18;-40945
5;-84487
10;64852
8;-41155
18;59079
3;64773
18;-32851
15;94761
21;3545
1;75337
23;-38631
1;55464
6;99537
20;97734
2;-91533
7;66022
17;-60360
22;-35225
5;-20255
3;11315
6;94201
2;-962
7;67246
2;59119
13;95647
17;-7100
3;87332
25;-95205
18;20659
18;-99552
20;61662
16;-38407
4;-23500
9;-35349
6;15764
8;58290
16;95912
2;-81232
7;69551
25;-9915
24;-91315
16;-57047
23;87190
2;79370
17;-298
3;-98766
15;75978
16;-31045
9;-28401
10;-14363
6;-43377
22;9340
11;13442
7;-66391
11;-75331
25;-65064
18;97967
9;-91885
2;-77133
16;26246
8;65123
15;-60780
22;-54701
17;92393
1;95768
10;44021
23;-78917
4;-90779
22;25504
2;26101
11;57782
9;2776
20;203
3;56766
5;67568
18;6757
10;-79777
6;-48481
25;-30258
11;8515
11;-70580
13;-37332
18;41662
25;-30950
18;8137
22;-12506
14;86484
14;-86710
6;-68710
25;1324
8;33637
20;88305
8;62148
6;6006
17;10245
7;-95305
25;-77056
18;77504
6;91591
4;65685
23;91412
14;-75174
11;-50697
9;69167
2;-9715
16;42133
15;9276
9;18092
6;79056
5;-50792
14;20297
14;-76705
4;-80125
21;82961
9;-76577
3;-86418
21;-92579
17;67798
23;-92269
24;45808
14;41260
25;3728
20;-19398
17;-64539
2;69403
1;-53018
24;-69243
15;-69618
14;28341
12;-14741
22;75640
24;-7876
14;-8625
20;-47192
9;-86782
9;86080
18;85311
13;47204
22;-18427
11;91321
17;-584
1;-81891
6;-26298
2;43969
15;70624
9;66631
16;86774
12;-3050
17;-46265
14;-76449
14;82693
4;-40561
25;-66401
7;-82420
9;-45758
2;11132
7;-64247
15;57433
24;53081
15;-48633
8;-64948
18;49950
21;-70376
1;81042
11;-39532
2;6212
8;-89013
24;-64246
25;-43033
6;-17034
25;46552
15;-32684
14;-65757
17;-36570
20;81011
12;69012
7;-99608
8;-58221
14;-9445
6;28382
2;53394
7;82506
13;-64401
20;45103
6;48116
2;99065
20;-301
4;-91502
6;61750
20;-97367
25;39380
23;17713
13;85366
19;98269
4;-75678
24;99544
17;-32678
17;-45164
8;98959
2;-22027
3;-71551
14;9229
16;31345
25;-91648
8;-34278
4;73125
18;-37799
4;-174
9;-75839
13;11924
1;68917
14;-65981
22;-778
12;41164
8;61323
14;57791
19;64302
7;19165
6;-92870
13;39119
8;-44653
15;17517
2;-98084
1;54050
12;-34339
10;97820
24;46466
9;-67130
24;87090
1;84691
14;-25922
6;-70043
22;-56115
3;78929
1;45314
10;-99579
18;4335
1;-55426
17;-49409
19;40766
22;-27268
1;44059
24;38704
6;-40865
13;-78179
14;-71156
16;87094
1;77502
13;-11020
5;69287
8;19255
19;-27787
6;28803
20;-4369
9;61213
5;-35064
12;39362
22;57360
2;-33831
12;90029
1;-11271
15;52024
24;-73484
6;42562
6;3320
7;-8204
12;17871
6;-56332
14;-23567
18;-51739
12;19346
6;92559
7;21366
21;12541
24;62767
14;70434
13;94353
14;-30712
2;23184
9;-45692
22;-81424
8;-76767
3;-47372
13;-11239
23;1738
2;77727
6;-56477
11;89715
23;-71359
22;21158
6;-75019
6;-96383
23;45631
15;46627
4;58595
11;-27832
24;-78132
19;85193
24;-93017
23;90788
14;77228
18;-37864
12;-40322
22;75751
7;-36841
8;73506
18;-82157
23;74714
22;-82746
7;91713
24;-29304
2;-46774
20;77026
18;-6729
23;-29813
12;-84642
19;-72475
12;-24731
15;-44906
22;20131
18;-12194
8;94286
10;5474
19;-41959
15;-26614
20;-60119
17;3407
9;-75472
10;3887
7;18212
8;61197
19;-65098
4;39827
7;-41932
7;-63629
20;2166
9;25852
22;38321
3;-5787
22;86276
4;-56949
1;46944
13;79730
7;72538
22;-33729
25;39472
19;-99715
4;-36472
13;-77118
6;-87281
12;-59262
16;50410
18;76161
25;-58568
16;-74261
11;78885
12;-46208
2;9678
12;83019
20;13432
2;-73677
13;53078
9;85104
1;-80509
2;-53000
10;-819
10;68452
7;-26279
11;-42218
2;27647
5;19349
7;32478
11;-48083
22;82435
8;13860
9;-28266
23;-26377
10;93427
23;-57119
17;-34268
11;96466
15;-60544
2;63099
16;-14130
23;90627
5;42821
19;44837
1;-11870
24;71297
8;35668
4;12314
23;-42385
12;67101
9;82251
19;18736
12;-64894
10;-65779
13;29484
1;79522
9;86105
16;8465
18;-48502
20;69960
17;-72573
2;-64333
15;-96210
3;-27663
23;22237
18;66188
1;-60869
3;-59452
12;-35191
16;-34998
3;-28331
4;11382
21;-75817
21;79961
11;7089
18;2252
6;36973
6;-36267
16;-62599
4;61870
9;60002
15;5525
15;-91830
21;-49779
1;57563
3;86514
1;64042
25;-46281
24;-68800
14;-8039
21;48856
17;65720
16;20428
1;-47440
12;96224
19;56412
11;-4062
13;-36741
20;12490
17;-67888
5;30801
14;-76879
16;5379
25;-35703
4;91420
8;27776
22;61893
17;91089
10;68720
21;-64252
11;-52876
14;-76675
23;24627
7;-489
17;-12758
21;-63398
9;17795
23;-74747
6;-55862
22;37345
11;-87876
22;-95006
7;9829
14;30068
21;87713
13;-39608
24;-96071
24;-35609
25;-54588
6;37748
12;8211
14;-96668
2;-6422
16;-40585
19;7
24;-24105
3;48978
12;-62605
15;11476
15;-62895
25;91682
16;-92807
18;-67123
8;755
19;-58524
15;-36686
14;81497
13;15572
13;67282
1;-4425
14;-36493
12;60534
13;47017
13;65203
11;2000
3;15388
5;50975
25;16561
25;-64562
10;35203
6;-83795
23;81663
7;60427
5;81419
16;17074
3;-4603
3;-88285
16;86123
20;-60441
11;-26604
17;17256
23;-93804
16;76708
12;-79040
16;78255
15;4558
3;39919
14;-82759
22;-95339
13;-71771
14;-46834
23;77657
4;96313
15;26081
4;89917
10;10252
7;-29030
4;7505
20;71830
9;-46207
6;-55434
2;-97750
22;-61215
4;22791
18;-83350
23;55482
9;76694
25;-3153
15;1625
24;63767
15;11539
1;-57624
1;48570
6;-2426
13;-67187
11;84735
6;80101
17;-91989
1;80549
13;33480
14;-90216
8;17175
12;-2985
10;-5420
21;-12124
8;91072
11;13040
1;-50273
7;95642
15;-84914
9;-37094
11;64343
7;96872
1;52424
4;10767
20;-73762
23;-51283
23;-78897
15;55361
8;-60331
5;-1873
24;-91247
23;-71506
13;19611
20;-10462
25;-90667
18;99228
16;13191
20;45477
22;-39094
10;57889
20;-95903
13;59231
19;-67369
21;4933
15;-62444
22;-92718
10;-69464
5;-75099
18;70051
7;-68120
17;77949
11;13460
3;-43919
1;63098
19;63203
22;-37426
7;28966
25;14194
4;35864
4;67208
4;85839
23;-10372
5;-3965
24;98423
8;61982
9;20537
12;-6849
6;-26776
16;-61946
16;71151
18;69973
16;22808
18;-62122
4;-33712
7;65042
18;-76136
9;83248
1;-1828
18;8243
21;42288
18;33072
6;-99330
24;-49135
6;-91494
4;32525
7;-47245
12;-30783
11;8407
7;68157
7;79693
7;13003
9;47277
8;-77781
1;56146
12;-5353
7;12406
4;11761
12;81226
9;69444
4;58215
7;-97035
24;-9154
23;-56268
23;-94353
16;-1486
21;3756
19;-66893
19;80015
4;-3345
24;99364
7;-30520
2;11456
17;17809
23;-38414
7;61937
3;-18783
2;-14935
6;-37828
23;95687
24;-78348
1;-90373
23;-27359
21;-25794
4;-49561
23;-32669
7;42727
17;8407
21;65806
2;17054
23;50190
6;87936
9;15674
24;74398
6;-1783
24;38099
19;-64463
13;-82619
16;55951
1;30851
5;-76373
21;-28268
8;92643
22;44664
5;-55040
25;18022
11;74840
15;-45758
15;89137
20;12546
11;-74917
6;-48406
11;283
5;91095
22;18367
17;-34524
11;96318
20;-10562
10;-37754
11;-73614
2;-65107
17;30669
13;25565
22;35361
21;-82238
2;4881
20;-8098
4;-30826
10;-66128
18;-50207
15;-10798
17;-70417
7;87835
18;-16583
16;44237
12;-8322
22;11273
6;60204
9;-89037
17;51806
4;-47203
6;-30012
16;-38425
10;46705
13;-98068
12;-50414
25;59213
17;38973
21;66911
6;-94416
10;30330
2;55548
19;33288
14;-28340
6;-36559
5;44702
15;-41970
25;94090
25;65127
16;17607
12;-82170
8;74656
12;100000
15;14736
11;-87511
17;8384
9;52274
9;-78739
13;24813
5;-64359
12;-37668
16;88952
16;57714
9;31243
20;87880
13;13582
6;76561
16;-55042
15;14177
10;15189
6;49634
5;-37884
17;-94752
24;-3835
19;-65795
2;-11297
1;-61862
19;-20765
18;27805
24;-3364
20;-80885
19;48170
25;-62356
22;58246
2;-42396
2;35266
19;-67675
19;80302
2;-87699
18;55989
24;2890
7;52127
5;-31466
22;-766
19;-33341
5;-39712
19;-78001
2;-43458
9;-62633
10;-32265
16;52613
7;-50181
24;-88741
1;77080
23;85834
18;-29801
14;-41011
3;66675
10;91486
1;18128
18;90618
23;-23164
25;-83250
16;-47616
23;-55816
17;-18374
11;96294
9;-45860
21;77127
3;-88181
13;73371
4;-76074
3;21653
19;-10695
1;-44374
3;45725
1;-86943
2;25781
5;23781
22;-80928
10;-8724
16;-72314
4;7856
4;47633
9;30834
15;18773
3;-50026
10;56055
25;-40224
10;-96411
21;-17258
7;-19974
12;-72635
7;-80094
14;-44114
23;17912
21;18678
15;98998
3;-5154
19;19374
5;78316
17;42047
12;64479
13;-89575
4;-52246
7;48682
15;27139
4;28737
19;55194
17;-77521
15;16393
23;56396
14;66635
21;-90342
21;59107
20;-74253
14;66322
13;17161
2;-20380
13;-91163
8;6678
20;92341
13;-46072
24;-13074
21;51378
15;-61502
15;-93679
23;-86959
21;82084
9;50879
22;33495
23;-80262
22;-75733
10;-16391
20;63776
9;98102
1;97692
17;-40974
18;12292
19;68707
22;33797
10;36539
5;94066
9;31263
9;33368
16;62736
16;-22884
3;18306
20;-69148
25;-10614
13;68607
5;-89018
5;22274
21;-58456
13;-14612
15;-95984
15;74851
13;79944
12;59177
23;48032
2;-56535
2;63753
20;71187
4;82702
1;-65554
23;9894
1;-41119
15;78640
5;-27967
1;54803
8;-15763
9;99978
25;99610
19;62035
11;-57567
22;59455
6;75181
7;-59350
17;93605
8;35585
2;-63485
13;-32747
1;-87025
21;59999
9;-69192
21;-98798
22;67582
22;26006
21;-86558
6;-58969
16;12637
17;59377
6;-33692
3;-15506
5;-85817
11;57002
13;36986
14;-55740
12;-3330
15;3324
10;-55063
5;53958
17;99047
14;95504
11;76917
7;-63152
12;-30806
24;-18880
24;16596
20;95016
22;10825
5;-79240
1;87807
12;-33650
10;65773
5;72220
4;25549
4;-18192
2;15926
22;79495
1;59438
9;94064
21;-91746
15;-44995
11;77384
24;-97945
1;-69465
23;24758
3;-79383
21;-57052
11;73044
12;-11208
22;70939
6;-56183
19;74892
14;-95462
16;4536
20;-69563
14;91170
18;-3332
19;-34171
7;-6872
12;-19568
25;9678
20;-46701
15;21180
16;-49201
21;-78513
12;-10594
4;-51
3;-84248
4;-59480
16;38579
21;-36927
16;61539
13;-59053
1;81450
7;-46024
15;-13751
2;-95263
18;-70542
10;86571
5;-26719
25;81299
24;64883
11;84198
21;-15700
3;-96204
22;4493
11;82965
23;-55844
17;11582
21;27317
3;35090
4;92055
16;4005
14;-87317
9;-24416
12;80055
2;42686
23;-28608
22;-47195
9;68536
1;-35858
17;59470
10;-30786
7;-9407
21;-16033
16;15867
8;-54498
24;81711
4;-74794
20;69640
15;89566
1;-84524
18;-73906
20;-80130
15;-58845
5;-79698
12;13570
14;-71388
6;-76180
14;-80240
23;-29304
17;24521
6;24265
24;87818
18;-27421
11;73800
23;54106
23;48430
14;-12580
17;43182
6;-71153
14;25661
20;-4594
1;-38545
3;59487
14;-32178
8;27345
11;14786
25;96750
3;87140
20;-48429
5;48312
11;97792
24;59301
22;-58967
2;-4426
15;-23117
1;81337
19;93385
6;4127
16;-18131
14;-57627
8;-40414
9;-76894
4;-65372
2;-79583
12;-24961
15;89740
22;20970
13;57769
3;36519
2;-76878
1;-17246
7;-83645
14;58578
19;69500
14;86261
13;11340
14;39958
9;72661
14;-37234
5;17403
3;63773
8;-12847
22;-52422
15;36900
6;31813
16;-24107
14;-44570
4;72044
25;-46452
2;-27736
25;57141
3;-11035
23;11131
17;-91361
17;34386
9;79847
17;90688
14;4653
14;45420
12;40060
14;83709
17;-27707
4;23928
8;-49656
9;-13199
16;53749
19;-89814
20;-59616
11;-65117
19;55525
19;-50605
9;-92795
10;-62664
24;167
5;86331
17;54403
21;70064
4;44597
12;67367
19;73413
11;1112
16;-10829
1;-37137
12;-6078
22;-12942
7;-81981
19;-79119
23;-28209
15;-28206
10;94084
21;39694
23;57671
22;-24699
23;-21619
6;-67290
23;-21687
25;-33792
7;-98809
17;51675
14;-67660
2;81728
4;-82820
3;98273
8;91342
2;-85648
15;-87069
3;88065
18;-39177
5;5887
12;49197
17;-81941
14;73802
5;-79577
23;31513
6;89064
5;704
25;-48
10;61856
20;56131
18;19692
21;-70480
8;99134
1;-69702
4;6533
22;22047
22;62135
9;78615
3;-92190
4;-42302
18;-60392
21;-36969
25;-46421
24;-26497
25;-95497
19;-27379
12;31744
5;-36553
23;87045
18;-42095
8;93251
14;-37046
20;-70187
12;97473
25;-42535
4;-98341
25;-27930
20;-76837
9;-58783
7;28688
6;18334
18;-34553
22;-44301
8;61227
14;78451
25;-55028
2;-95058
4;30534
15;27766
6;-39
12;-10703
14;36296
11;-41817
24;-99271
9;-75533
9;-65328
25;59471
25;79770
21;-69487
25;-39289
9;22051
3;25930
22;-50730
18;-64621
19;-32586
20;6917
12;-85771
24;34520
21;-93955
3;29368
20;-20656
10;-41216
5;-23849
12;-96300
21;23265
15;-93124
12;73050
18;-85693
11;-81148
13;-20873
18;44572
10;57144
16;-84825
10;-84680
7;52102
11;74835
21;47609
17;-5530
9;23845
24;-14084
15;41154
18;70434
12;-22835
13;-40095
13;-51070
3;-49632
6;-16295
15;58123
25;61458
10;33375
24;-41130
20;-93318
20;-26337
10;-95498
22;49775
8;15403
15;32776
21;36120
14;35016
23;5331
7;83978
9;14907
3;-67111
17;-74210
21;-56707
11;98591
14;-37484
22;50024
19;-38084
1;-56641
8;61713
24;55611
12;93109
10;-9948
3;47912
19;-92238
17;-87481
15;29434
17;-61319
3;-20527
20;81430
9;54871
7;50992
20;-61454
7;-18145
23;68152
2;96017
6;96716
16;70778
16;4694
20;99946
11;-9339
24;-43972
9;15038
22;-58393
11;-80
14;16907
1;65464
14;83619
9;-98713
2;-54686
10;17844
3;-36682
19;31918
25;606
21;-66996
5;88429
22;-46667
5;-72482
1;87337
21;78678
14;-2806
22;-52963
5;-3741
21;-37043
22;-59861
18;37943
23;95172
3;48801
22;-92760
18;32756
1;58814
23;26900
13;36141
18;-91921
25;-15594
12;-17633
18;-92230
3;81223
13;72120
15;-67469
15;-75994
7;88933
11;85118
16;-5652
9;82065
17;-24897
21;4682
15;25788
21;11013
3;-69646
15;74680
8;-56029
20;81877
7;93822
13;-92264
16;-87222
1;-29812
5;99331
6;41584
22;30231
10;-43865
23;-78520
22;-86564
17;20195
24;55937
1;93639
17;43686
9;42784
17;-72583
16;44945
25;62759
8;-50532
8;5310
13;57292
21;-29955
11;-10089
20;-91751
13;-66751
2;-86318
7;20334
8;-67167
3;-90354
9;-1143
1;-99376
7;91937
3;48004
2;56813
21;32817
12;48308
8;59174
1;-93035
1;-28607
24;7406
5;83955
4;-12322
25;43097
17;54055
7;-21226
6;-58988
9;-36716
21;-97032
18;5503
17;50745
3;75742
5;5922
11;8119
21;-3169
21;-60420
14;89776
9;44848
21;70853
19;-5022
16;52736
23;86264
4;-34124
13;98310
12;47199
21;93302
2;75718
5;-51402
13;-22994
24;76899
15;42506
6;-52862
6;-87185
17;-26316
4;16201
1;-73174
11;-51885
25;75595
11;94797
6;-99653
7;93750
5;-53670
14;-25366
9;615
22;26494
10;27896
6;-21240
20;34041
6;87927
20;91592
3;-35597
5;-21093
22;4366
1;-94504
21;88116
21;32344
10;64220
18;2062
6;-34969
17;-5
13;21552
19;-55654
9;55663
4;-5190
20;33421
20;91877
18;-66054
23;74281
3;55000
15;71007
10;34866
13;91078
8;57468
18;-81899
22;-64729
3;-28103
16;23926
4;83512
13;-5234
19;53381
